name,primaryLanguage,languages,url,stargazers,watchers,forks,diskUsage
EffectivePyTorch,,{'totalCount': 0},https://github.com/vahidk/EffectivePyTorch,{'totalCount': 1009},{'totalCount': 46},{'totalCount': 100},22
awesome-ai-residency,,{'totalCount': 0},https://github.com/dangkhoasdc/awesome-ai-residency,{'totalCount': 1006},{'totalCount': 189},{'totalCount': 125},45
hercules,{'name': 'Go'},{'totalCount': 6},https://github.com/src-d/hercules,{'totalCount': 994},{'totalCount': 20},{'totalCount': 86},10228
image-quality-assessment,{'name': 'Python'},{'totalCount': 3},https://github.com/idealo/image-quality-assessment,{'totalCount': 992},{'totalCount': 37},{'totalCount': 261},81900
AIAlpha,{'name': 'Python'},{'totalCount': 2},https://github.com/VivekPa/AIAlpha,{'totalCount': 990},{'totalCount': 114},{'totalCount': 310},13852
metric-learn,{'name': 'Python'},{'totalCount': 2},https://github.com/scikit-learn-contrib/metric-learn,{'totalCount': 990},{'totalCount': 49},{'totalCount': 195},10071
neataptic,{'name': 'JavaScript'},{'totalCount': 3},https://github.com/wagenaartje/neataptic,{'totalCount': 989},{'totalCount': 57},{'totalCount': 212},3219
Tensorflow-Programs-and-Tutorials,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/adeshpande3/Tensorflow-Programs-and-Tutorials,{'totalCount': 987},{'totalCount': 60},{'totalCount': 315},360364
Applying_EANNs,{'name': 'ASP'},{'totalCount': 2},https://github.com/ArztSamuel/Applying_EANNs,{'totalCount': 984},{'totalCount': 96},{'totalCount': 276},20660
TensorFlow2.0-Examples,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/YunYang1994/TensorFlow2.0-Examples,{'totalCount': 977},{'totalCount': 55},{'totalCount': 406},10633
jieba-php,{'name': 'PHP'},{'totalCount': 1},https://github.com/fukuball/jieba-php,{'totalCount': 973},{'totalCount': 58},{'totalCount': 208},40213
five-video-classification-methods,{'name': 'Python'},{'totalCount': 1},https://github.com/harvitronix/five-video-classification-methods,{'totalCount': 969},{'totalCount': 55},{'totalCount': 414},321
gorse,{'name': 'Go'},{'totalCount': 5},https://github.com/zhenghaoz/gorse,{'totalCount': 966},{'totalCount': 43},{'totalCount': 91},7447
awesome_time_series_in_python,,{'totalCount': 0},https://github.com/MaxBenChrist/awesome_time_series_in_python,{'totalCount': 960},{'totalCount': 72},{'totalCount': 183},65
ml-visuals,,{'totalCount': 0},https://github.com/dair-ai/ml-visuals,{'totalCount': 957},{'totalCount': 32},{'totalCount': 116},142
simulator,{'name': 'C#'},{'totalCount': 10},https://github.com/lgsvl/simulator,{'totalCount': 950},{'totalCount': 80},{'totalCount': 268},10544
volcano,{'name': 'Go'},{'totalCount': 4},https://github.com/volcano-sh/volcano,{'totalCount': 945},{'totalCount': 59},{'totalCount': 201},53356
reformer-pytorch,{'name': 'Python'},{'totalCount': 1},https://github.com/lucidrains/reformer-pytorch,{'totalCount': 944},{'totalCount': 35},{'totalCount': 119},36236
nolearn,{'name': 'Python'},{'totalCount': 1},https://github.com/dnouri/nolearn,{'totalCount': 937},{'totalCount': 52},{'totalCount': 261},820
modeldb,{'name': 'Python'},{'totalCount': 13},https://github.com/VertaAI/modeldb,{'totalCount': 934},{'totalCount': 72},{'totalCount': 181},19210
pycm,{'name': 'Python'},{'totalCount': 6},https://github.com/sepandhaghighi/pycm,{'totalCount': 933},{'totalCount': 32},{'totalCount': 83},7036
sockeye,{'name': 'Python'},{'totalCount': 6},https://github.com/awslabs/sockeye,{'totalCount': 933},{'totalCount': 46},{'totalCount': 260},8419
DLInterview,,{'totalCount': 0},https://github.com/ShanghaiTechAIClub/DLInterview,{'totalCount': 931},{'totalCount': 42},{'totalCount': 183},35
nlp-library,,{'totalCount': 0},https://github.com/mihail911/nlp-library,{'totalCount': 925},{'totalCount': 66},{'totalCount': 78},61
AIF360,{'name': 'Python'},{'totalCount': 4},https://github.com/IBM/AIF360,{'totalCount': 924},{'totalCount': 64},{'totalCount': 285},4627
DeepAudioClassification,{'name': 'Python'},{'totalCount': 1},https://github.com/despoisj/DeepAudioClassification,{'totalCount': 923},{'totalCount': 42},{'totalCount': 195},64
FreeML,,{'totalCount': 0},https://github.com/Shujian2015/FreeML,{'totalCount': 922},{'totalCount': 126},{'totalCount': 435},79
nativescript-plugin-firebase,{'name': 'TypeScript'},{'totalCount': 11},https://github.com/EddyVerbruggen/nativescript-plugin-firebase,{'totalCount': 921},{'totalCount': 51},{'totalCount': 366},49645
machine-learning-open-source,,{'totalCount': 0},https://github.com/Mybridge/machine-learning-open-source,{'totalCount': 917},{'totalCount': 541},{'totalCount': 125},9547
Skater,{'name': 'Python'},{'totalCount': 2},https://github.com/oracle/Skater,{'totalCount': 914},{'totalCount': 56},{'totalCount': 151},374371
awesome-robotics-libraries,,{'totalCount': 0},https://github.com/jslee02/awesome-robotics-libraries,{'totalCount': 913},{'totalCount': 97},{'totalCount': 235},274
nips2017,,{'totalCount': 0},https://github.com/hindupuravinash/nips2017,{'totalCount': 912},{'totalCount': 84},{'totalCount': 206},544
EvalAI,{'name': 'Python'},{'totalCount': 6},https://github.com/Cloud-CV/EvalAI,{'totalCount': 909},{'totalCount': 51},{'totalCount': 463},44114
datacleaner,{'name': 'Python'},{'totalCount': 2},https://github.com/rhiever/datacleaner,{'totalCount': 908},{'totalCount': 56},{'totalCount': 175},633
devol,{'name': 'Python'},{'totalCount': 2},https://github.com/joeddav/devol,{'totalCount': 908},{'totalCount': 46},{'totalCount': 106},87
releasing-research-code,,{'totalCount': 0},https://github.com/paperswithcode/releasing-research-code,{'totalCount': 906},{'totalCount': 33},{'totalCount': 108},584
AdvBox,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/advboxes/AdvBox,{'totalCount': 904},{'totalCount': 57},{'totalCount': 194},104153
Awesome-Mobile-Machine-Learning,,{'totalCount': 0},https://github.com/fritzlabs/Awesome-Mobile-Machine-Learning,{'totalCount': 903},{'totalCount': 74},{'totalCount': 126},1601
TensorFlow-From-Zero-To-One,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/amusi/TensorFlow-From-Zero-To-One,{'totalCount': 901},{'totalCount': 46},{'totalCount': 272},781
Optimus,{'name': 'Jupyter Notebook'},{'totalCount': 7},https://github.com/ironmussa/Optimus,{'totalCount': 894},{'totalCount': 40},{'totalCount': 180},106989
nlp_paper_summaries,,{'totalCount': 0},https://github.com/dair-ai/nlp_paper_summaries,{'totalCount': 894},{'totalCount': 67},{'totalCount': 103},1785
morph-net,{'name': 'Python'},{'totalCount': 2},https://github.com/google-research/morph-net,{'totalCount': 891},{'totalCount': 35},{'totalCount': 140},6359
wheels,,{'totalCount': 0},https://github.com/mind/wheels,{'totalCount': 887},{'totalCount': 56},{'totalCount': 108},40
ml-road,{'name': 'Python'},{'totalCount': 1},https://github.com/yanshengjia/ml-road,{'totalCount': 881},{'totalCount': 73},{'totalCount': 413},352312
data-science-complete-tutorial,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/edyoda/data-science-complete-tutorial,{'totalCount': 880},{'totalCount': 58},{'totalCount': 311},55089
Awesome-System-for-Machine-Learning,,{'totalCount': 0},https://github.com/HuaizhengZhang/Awesome-System-for-Machine-Learning,{'totalCount': 880},{'totalCount': 80},{'totalCount': 125},710
nlp-with-ruby,{'name': 'Ruby'},{'totalCount': 1},https://github.com/arbox/nlp-with-ruby,{'totalCount': 879},{'totalCount': 56},{'totalCount': 49},1235
cleanlab,{'name': 'Python'},{'totalCount': 2},https://github.com/cgnorthcutt/cleanlab,{'totalCount': 876},{'totalCount': 29},{'totalCount': 90},66614
Deep-Learning-Book-Chapter-Summaries,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/dalmia/Deep-Learning-Book-Chapter-Summaries,{'totalCount': 869},{'totalCount': 52},{'totalCount': 260},6062
DoYouEvenLearn,,{'totalCount': 0},https://github.com/BAILOOL/DoYouEvenLearn,{'totalCount': 868},{'totalCount': 63},{'totalCount': 100},135
Play-with-Machine-Learning-Algorithms,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/liuyubobobo/Play-with-Machine-Learning-Algorithms,{'totalCount': 868},{'totalCount': 51},{'totalCount': 482},75390
Machine-Learning-Links-And-Lessons-Learned,,{'totalCount': 0},https://github.com/adeshpande3/Machine-Learning-Links-And-Lessons-Learned,{'totalCount': 864},{'totalCount': 71},{'totalCount': 299},216
awesome-text-summarization,,{'totalCount': 0},https://github.com/icoxfog417/awesome-text-summarization,{'totalCount': 863},{'totalCount': 40},{'totalCount': 154},620
CapsGNN,{'name': 'Python'},{'totalCount': 1},https://github.com/benedekrozemberczki/CapsGNN,{'totalCount': 863},{'totalCount': 26},{'totalCount': 150},4876
BitVision,{'name': 'JavaScript'},{'totalCount': 2},https://github.com/shobrook/BitVision,{'totalCount': 860},{'totalCount': 38},{'totalCount': 88},211873
FlappyBirdRL,{'name': 'JavaScript'},{'totalCount': 4},https://github.com/SarvagyaVaish/FlappyBirdRL,{'totalCount': 859},{'totalCount': 57},{'totalCount': 222},40072
Pix2Pix,{'name': 'C#'},{'totalCount': 3},https://github.com/keijiro/Pix2Pix,{'totalCount': 858},{'totalCount': 61},{'totalCount': 113},294
chainerrl,{'name': 'Python'},{'totalCount': 2},https://github.com/chainer/chainerrl,{'totalCount': 857},{'totalCount': 76},{'totalCount': 190},14465
feast,{'name': 'Java'},{'totalCount': 9},https://github.com/feast-dev/feast,{'totalCount': 854},{'totalCount': 50},{'totalCount': 138},12761
bayesian-machine-learning,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/krasserm/bayesian-machine-learning,{'totalCount': 852},{'totalCount': 55},{'totalCount': 235},24731
addons,{'name': 'Python'},{'totalCount': 6},https://github.com/tensorflow/addons,{'totalCount': 852},{'totalCount': 53},{'totalCount': 257},4963
RecSys,,{'totalCount': 0},https://github.com/mJackie/RecSys,{'totalCount': 851},{'totalCount': 49},{'totalCount': 225},44172
Turing.jl,{'name': 'Julia'},{'totalCount': 3},https://github.com/TuringLang/Turing.jl,{'totalCount': 850},{'totalCount': 54},{'totalCount': 111},59950
CatPapers,{'name': 'Python'},{'totalCount': 1},https://github.com/junyanz/CatPapers,{'totalCount': 849},{'totalCount': 50},{'totalCount': 81},12478
fastFM,{'name': 'Python'},{'totalCount': 3},https://github.com/ibayer/fastFM,{'totalCount': 846},{'totalCount': 31},{'totalCount': 185},4878
AI-Chip,{'name': 'PHP'},{'totalCount': 1},https://github.com/basicmi/AI-Chip,{'totalCount': 845},{'totalCount': 199},{'totalCount': 167},116883
owl,{'name': 'OCaml'},{'totalCount': 7},https://github.com/owlbarn/owl,{'totalCount': 845},{'totalCount': 53},{'totalCount': 73},15162
sparkling-water,{'name': 'Scala'},{'totalCount': 9},https://github.com/h2oai/sparkling-water,{'totalCount': 844},{'totalCount': 173},{'totalCount': 345},35431
tensorly,{'name': 'Python'},{'totalCount': 3},https://github.com/tensorly/tensorly,{'totalCount': 840},{'totalCount': 34},{'totalCount': 167},1084
EdgeML,{'name': 'C++'},{'totalCount': 13},https://github.com/microsoft/EdgeML,{'totalCount': 835},{'totalCount': 61},{'totalCount': 219},89449
petastorm,{'name': 'Python'},{'totalCount': 4},https://github.com/uber/petastorm,{'totalCount': 835},{'totalCount': 41},{'totalCount': 142},2473
machine-learning-asset-management,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/firmai/machine-learning-asset-management,{'totalCount': 835},{'totalCount': 64},{'totalCount': 256},66
sklearn-porter,{'name': 'Python'},{'totalCount': 3},https://github.com/nok/sklearn-porter,{'totalCount': 832},{'totalCount': 30},{'totalCount': 105},2819
RubixML,{'name': 'PHP'},{'totalCount': 1},https://github.com/RubixML/RubixML,{'totalCount': 831},{'totalCount': 34},{'totalCount': 57},6224
MachineLearning,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/carefree0910/MachineLearning,{'totalCount': 831},{'totalCount': 63},{'totalCount': 616},54881
bayeslite,{'name': 'Python'},{'totalCount': 4},https://github.com/probcomp/bayeslite,{'totalCount': 831},{'totalCount': 62},{'totalCount': 58},8024
WikiSQL,{'name': 'HTML'},{'totalCount': 3},https://github.com/salesforce/WikiSQL,{'totalCount': 828},{'totalCount': 56},{'totalCount': 208},52042
MeshCNN,{'name': 'Python'},{'totalCount': 2},https://github.com/ranahanocka/MeshCNN,{'totalCount': 825},{'totalCount': 43},{'totalCount': 129},3646
FaceRank,{'name': 'Python'},{'totalCount': 1},https://github.com/fendouai/FaceRank,{'totalCount': 822},{'totalCount': 47},{'totalCount': 199},1317
twitter-sentiment-analysis,{'name': 'Python'},{'totalCount': 1},https://github.com/abdulfatir/twitter-sentiment-analysis,{'totalCount': 821},{'totalCount': 44},{'totalCount': 381},2442
pystan,{'name': 'Python'},{'totalCount': 4},https://github.com/stan-dev/pystan,{'totalCount': 818},{'totalCount': 54},{'totalCount': 167},55975
pipcook,{'name': 'C++'},{'totalCount': 10},https://github.com/alibaba/pipcook,{'totalCount': 813},{'totalCount': 27},{'totalCount': 52},6387
YOLO-CoreML-MPSNNGraph,{'name': 'Swift'},{'totalCount': 2},https://github.com/hollance/YOLO-CoreML-MPSNNGraph,{'totalCount': 811},{'totalCount': 38},{'totalCount': 163},232146
APKiD,{'name': 'YARA'},{'totalCount': 4},https://github.com/rednaga/APKiD,{'totalCount': 807},{'totalCount': 59},{'totalCount': 152},10119
keras-tcn,{'name': 'Jupyter Notebook'},{'totalCount': 3},https://github.com/philipperemy/keras-tcn,{'totalCount': 807},{'totalCount': 37},{'totalCount': 228},3389
kur,{'name': 'Python'},{'totalCount': 1},https://github.com/deepgram/kur,{'totalCount': 806},{'totalCount': 50},{'totalCount': 104},1871
plato-research-dialogue-system,{'name': 'Python'},{'totalCount': 4},https://github.com/uber-research/plato-research-dialogue-system,{'totalCount': 805},{'totalCount': 55},{'totalCount': 147},9950
gplearn,{'name': 'Python'},{'totalCount': 1},https://github.com/trevorstephens/gplearn,{'totalCount': 802},{'totalCount': 46},{'totalCount': 125},6927
high-school-guide-to-machine-learning,,{'totalCount': 0},https://github.com/kjaisingh/high-school-guide-to-machine-learning,{'totalCount': 800},{'totalCount': 45},{'totalCount': 83},44
awesome-anomaly-detection,,{'totalCount': 0},https://github.com/hoya012/awesome-anomaly-detection,{'totalCount': 800},{'totalCount': 73},{'totalCount': 189},2111
model-optimization,{'name': 'Python'},{'totalCount': 4},https://github.com/tensorflow/model-optimization,{'totalCount': 799},{'totalCount': 60},{'totalCount': 156},1072
papers-I-read,{'name': 'CSS'},{'totalCount': 3},https://github.com/shagunsodhani/papers-I-read,{'totalCount': 798},{'totalCount': 135},{'totalCount': 63},10241
djl,{'name': 'Java'},{'totalCount': 13},https://github.com/awslabs/djl,{'totalCount': 797},{'totalCount': 44},{'totalCount': 105},15039
DialoGPT,{'name': 'Python'},{'totalCount': 3},https://github.com/microsoft/DialoGPT,{'totalCount': 789},{'totalCount': 39},{'totalCount': 112},45829
creme,{'name': 'Python'},{'totalCount': 3},https://github.com/creme-ml/creme,{'totalCount': 784},{'totalCount': 42},{'totalCount': 92},21059
EconML,{'name': 'Jupyter Notebook'},{'totalCount': 5},https://github.com/microsoft/EconML,{'totalCount': 784},{'totalCount': 54},{'totalCount': 159},25730
nlpaug,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/makcedward/nlpaug,{'totalCount': 775},{'totalCount': 19},{'totalCount': 103},2492
tensorflow_object_counting_api,{'name': 'Python'},{'totalCount': 1},https://github.com/ahmetozlu/tensorflow_object_counting_api,{'totalCount': 771},{'totalCount': 46},{'totalCount': 334},339101
SimpleHTR,{'name': 'Python'},{'totalCount': 1},https://github.com/githubharald/SimpleHTR,{'totalCount': 771},{'totalCount': 48},{'totalCount': 425},80645
tensorflow_scala,{'name': 'Scala'},{'totalCount': 5},https://github.com/eaplatanios/tensorflow_scala,{'totalCount': 769},{'totalCount': 68},{'totalCount': 83},45278
awesome-sentiment-analysis,,{'totalCount': 0},https://github.com/xiamx/awesome-sentiment-analysis,{'totalCount': 768},{'totalCount': 58},{'totalCount': 144},39
insuranceqa-corpus-zh,{'name': 'Python'},{'totalCount': 1},https://github.com/chatopera/insuranceqa-corpus-zh,{'totalCount': 768},{'totalCount': 53},{'totalCount': 277},578890
AI-for-Security-Learning,,{'totalCount': 0},https://github.com/404notf0und/AI-for-Security-Learning,{'totalCount': 764},{'totalCount': 56},{'totalCount': 178},137
neuralconvo,{'name': 'Lua'},{'totalCount': 1},https://github.com/macournoyer/neuralconvo,{'totalCount': 764},{'totalCount': 77},{'totalCount': 192},91
attention-ocr,{'name': 'Python'},{'totalCount': 1},https://github.com/emedvedev/attention-ocr,{'totalCount': 763},{'totalCount': 41},{'totalCount': 205},254
AB3DMOT,{'name': 'Python'},{'totalCount': 1},https://github.com/xinshuoweng/AB3DMOT,{'totalCount': 762},{'totalCount': 40},{'totalCount': 191},60543
python_autocomplete,{'name': 'Python'},{'totalCount': 1},https://github.com/vpj/python_autocomplete,{'totalCount': 758},{'totalCount': 43},{'totalCount': 107},80754
Evolutionary-Algorithm,{'name': 'Python'},{'totalCount': 1},https://github.com/MorvanZhou/Evolutionary-Algorithm,{'totalCount': 754},{'totalCount': 57},{'totalCount': 487},2313
FaceRecognition-in-ARKit,{'name': 'Swift'},{'totalCount': 2},https://github.com/NovatecConsulting/FaceRecognition-in-ARKit,{'totalCount': 754},{'totalCount': 42},{'totalCount': 101},11981
tensorflow-tutorial,,{'totalCount': 0},https://github.com/wagamamaz/tensorflow-tutorial,{'totalCount': 750},{'totalCount': 66},{'totalCount': 212},8
karateclub,{'name': 'Python'},{'totalCount': 1},https://github.com/benedekrozemberczki/karateclub,{'totalCount': 746},{'totalCount': 30},{'totalCount': 67},16556
AI_Sudoku,{'name': 'Python'},{'totalCount': 1},https://github.com/neeru1207/AI_Sudoku,{'totalCount': 746},{'totalCount': 28},{'totalCount': 93},34875
HelloFace,{'name': 'HTML'},{'totalCount': 3},https://github.com/becauseofAI/HelloFace,{'totalCount': 743},{'totalCount': 58},{'totalCount': 167},13476
pytorch-toolbelt,{'name': 'Python'},{'totalCount': 2},https://github.com/BloodAxe/pytorch-toolbelt,{'totalCount': 741},{'totalCount': 26},{'totalCount': 55},2074
TensorFlow.jl,{'name': 'Julia'},{'totalCount': 3},https://github.com/malmaud/TensorFlow.jl,{'totalCount': 740},{'totalCount': 45},{'totalCount': 97},3525
emotion-recognition-neural-networks,{'name': 'Python'},{'totalCount': 1},https://github.com/isseu/emotion-recognition-neural-networks,{'totalCount': 736},{'totalCount': 47},{'totalCount': 308},15131
voxelmorph,{'name': 'Python'},{'totalCount': 2},https://github.com/voxelmorph/voxelmorph,{'totalCount': 736},{'totalCount': 46},{'totalCount': 253},131903
sparklyr,{'name': 'R'},{'totalCount': 7},https://github.com/sparklyr/sparklyr,{'totalCount': 735},{'totalCount': 84},{'totalCount': 263},73673
ProjectFib,{'name': 'Python'},{'totalCount': 4},https://github.com/anantdgoel/ProjectFib,{'totalCount': 735},{'totalCount': 96},{'totalCount': 185},593
boltzmann-machines,{'name': 'Jupyter Notebook'},{'totalCount': 6},https://github.com/yell/boltzmann-machines,{'totalCount': 735},{'totalCount': 35},{'totalCount': 115},371493
keract,{'name': 'Python'},{'totalCount': 1},https://github.com/philipperemy/keract,{'totalCount': 735},{'totalCount': 30},{'totalCount': 146},4277
modAL,{'name': 'Python'},{'totalCount': 2},https://github.com/modAL-python/modAL,{'totalCount': 734},{'totalCount': 31},{'totalCount': 133},9433
coco-annotator,{'name': 'Vue'},{'totalCount': 7},https://github.com/jsbroks/coco-annotator,{'totalCount': 731},{'totalCount': 31},{'totalCount': 173},1281
DeepLearning.scala,{'name': 'Scala'},{'totalCount': 1},https://github.com/ThoughtWorksInc/DeepLearning.scala,{'totalCount': 730},{'totalCount': 77},{'totalCount': 83},8278
AutoDL,{'name': 'Python'},{'totalCount': 1},https://github.com/DeepWisdom/AutoDL,{'totalCount': 730},{'totalCount': 22},{'totalCount': 141},4215
PyGame-Learning-Environment,{'name': 'Python'},{'totalCount': 2},https://github.com/ntasfi/PyGame-Learning-Environment,{'totalCount': 729},{'totalCount': 35},{'totalCount': 164},8250
Interactive_Tools,,{'totalCount': 0},https://github.com/Machine-Learning-Tokyo/Interactive_Tools,{'totalCount': 726},{'totalCount': 39},{'totalCount': 76},29535
awesome-mlss,,{'totalCount': 0},https://github.com/sshkhr/awesome-mlss,{'totalCount': 724},{'totalCount': 118},{'totalCount': 91},240
universal-data-tool,{'name': 'JavaScript'},{'totalCount': 3},https://github.com/UniversalDataTool/universal-data-tool,{'totalCount': 722},{'totalCount': 21},{'totalCount': 48},45720
Zygote.jl,{'name': 'Julia'},{'totalCount': 2},https://github.com/FluxML/Zygote.jl,{'totalCount': 721},{'totalCount': 51},{'totalCount': 108},2086
machine-learning-curriculum,,{'totalCount': 0},https://github.com/off99555/machine-learning-curriculum,{'totalCount': 720},{'totalCount': 71},{'totalCount': 188},568
spacy-transformers,{'name': 'Python'},{'totalCount': 3},https://github.com/explosion/spacy-transformers,{'totalCount': 720},{'totalCount': 31},{'totalCount': 84},853
scikit-learn-tips,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/justmarkham/scikit-learn-tips,{'totalCount': 718},{'totalCount': 70},{'totalCount': 169},261
notes,,{'totalCount': 0},https://github.com/brylevkirill/notes,{'totalCount': 717},{'totalCount': 80},{'totalCount': 171},21806
awesome-AIOps,,{'totalCount': 0},https://github.com/linjinjin123/awesome-AIOps,{'totalCount': 711},{'totalCount': 80},{'totalCount': 196},58
musicinformationretrieval.com,{'name': 'Jupyter Notebook'},{'totalCount': 4},https://github.com/stevetjoa/musicinformationretrieval.com,{'totalCount': 710},{'totalCount': 53},{'totalCount': 275},169230
lycheejs,{'name': 'JavaScript'},{'totalCount': 7},https://github.com/Artificial-Engineering/lycheejs,{'totalCount': 705},{'totalCount': 67},{'totalCount': 105},47213
NumSharp,{'name': 'C#'},{'totalCount': 3},https://github.com/SciSharp/NumSharp,{'totalCount': 701},{'totalCount': 68},{'totalCount': 126},32761
jubatus,{'name': 'C++'},{'totalCount': 7},https://github.com/jubatus/jubatus,{'totalCount': 701},{'totalCount': 90},{'totalCount': 144},11029
learning-nlp,{'name': 'Python'},{'totalCount': 3},https://github.com/nlpinaction/learning-nlp,{'totalCount': 701},{'totalCount': 38},{'totalCount': 643},251449
grt,{'name': 'C++'},{'totalCount': 9},https://github.com/nickgillian/grt,{'totalCount': 699},{'totalCount': 94},{'totalCount': 248},14428
DS-Take-Home,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/JifuZhao/DS-Take-Home,{'totalCount': 697},{'totalCount': 30},{'totalCount': 393},8422
klassify,{'name': 'JavaScript'},{'totalCount': 5},https://github.com/fatiherikli/klassify,{'totalCount': 697},{'totalCount': 22},{'totalCount': 48},277
MLPB,{'name': 'R'},{'totalCount': 2},https://github.com/ben519/MLPB,{'totalCount': 696},{'totalCount': 87},{'totalCount': 267},334
zvt,{'name': 'Python'},{'totalCount': 4},https://github.com/zvtvz/zvt,{'totalCount': 696},{'totalCount': 54},{'totalCount': 219},240822
osim-rl,{'name': 'Python'},{'totalCount': 1},https://github.com/stanfordnmbl/osim-rl,{'totalCount': 695},{'totalCount': 56},{'totalCount': 199},31393
deepmedic,{'name': 'Python'},{'totalCount': 1},https://github.com/deepmedic/deepmedic,{'totalCount': 693},{'totalCount': 64},{'totalCount': 276},41438
CNNGestureRecognizer,{'name': 'Python'},{'totalCount': 1},https://github.com/asingh33/CNNGestureRecognizer,{'totalCount': 693},{'totalCount': 41},{'totalCount': 291},17574
variational-autoencoder,{'name': 'Python'},{'totalCount': 1},https://github.com/altosaar/variational-autoencoder,{'totalCount': 691},{'totalCount': 29},{'totalCount': 185},42
data-science-on-gcp,{'name': 'Jupyter Notebook'},{'totalCount': 7},https://github.com/GoogleCloudPlatform/data-science-on-gcp,{'totalCount': 691},{'totalCount': 69},{'totalCount': 405},4450
conversational-datasets,{'name': 'Python'},{'totalCount': 3},https://github.com/PolyAI-LDN/conversational-datasets,{'totalCount': 690},{'totalCount': 50},{'totalCount': 103},182
CoreMLHelpers,{'name': 'Swift'},{'totalCount': 2},https://github.com/hollance/CoreMLHelpers,{'totalCount': 690},{'totalCount': 35},{'totalCount': 91},948
simple_tensorflow_serving,{'name': 'JavaScript'},{'totalCount': 15},https://github.com/tobegit3hub/simple_tensorflow_serving,{'totalCount': 688},{'totalCount': 27},{'totalCount': 179},27311
ML-KWS-for-MCU,{'name': 'C'},{'totalCount': 5},https://github.com/ARM-software/ML-KWS-for-MCU,{'totalCount': 688},{'totalCount': 74},{'totalCount': 299},19911
markdown-syntax-zhtw,{'name': 'HTML'},{'totalCount': 4},https://github.com/othree/markdown-syntax-zhtw,{'totalCount': 684},{'totalCount': 62},{'totalCount': 778},335
convolutional-pose-machines-tensorflow,{'name': 'Python'},{'totalCount': 1},https://github.com/timctho/convolutional-pose-machines-tensorflow,{'totalCount': 683},{'totalCount': 40},{'totalCount': 256},116940
torchMoji,{'name': 'Python'},{'totalCount': 1},https://github.com/huggingface/torchMoji,{'totalCount': 683},{'totalCount': 34},{'totalCount': 111},2474
pyclustering,{'name': 'Python'},{'totalCount': 7},https://github.com/annoviko/pyclustering,{'totalCount': 683},{'totalCount': 34},{'totalCount': 174},33866
image-text-localization-recognition,,{'totalCount': 0},https://github.com/whitelok/image-text-localization-recognition,{'totalCount': 683},{'totalCount': 62},{'totalCount': 186},187
graphvite,{'name': 'C++'},{'totalCount': 5},https://github.com/DeepGraphLearning/graphvite,{'totalCount': 683},{'totalCount': 26},{'totalCount': 93},5746
tf-encrypted,{'name': 'Python'},{'totalCount': 6},https://github.com/tf-encrypted/tf-encrypted,{'totalCount': 682},{'totalCount': 42},{'totalCount': 110},22302
awesome-AI-books,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/zslucky/awesome-AI-books,{'totalCount': 680},{'totalCount': 51},{'totalCount': 211},474
MLJ.jl,{'name': 'TeX'},{'totalCount': 2},https://github.com/alan-turing-institute/MLJ.jl,{'totalCount': 678},{'totalCount': 39},{'totalCount': 91},19412
eaopt,{'name': 'Go'},{'totalCount': 1},https://github.com/MaxHalford/eaopt,{'totalCount': 676},{'totalCount': 29},{'totalCount': 70},555
nlp,{'name': 'Python'},{'totalCount': 4},https://github.com/makcedward/nlp,{'totalCount': 676},{'totalCount': 45},{'totalCount': 199},2328
AoE,{'name': 'C++'},{'totalCount': 11},https://github.com/didi/AoE,{'totalCount': 675},{'totalCount': 44},{'totalCount': 100},56471
pysc2-examples,{'name': 'Python'},{'totalCount': 2},https://github.com/chris-chris/pysc2-examples,{'totalCount': 675},{'totalCount': 37},{'totalCount': 348},5196
sciblog_support,{'name': 'Jupyter Notebook'},{'totalCount': 12},https://github.com/miguelgfierro/sciblog_support,{'totalCount': 675},{'totalCount': 36},{'totalCount': 152},62028
POT,{'name': 'Python'},{'totalCount': 2},https://github.com/PythonOT/POT,{'totalCount': 674},{'totalCount': 37},{'totalCount': 161},43313
MobileNet-CoreML,{'name': 'Swift'},{'totalCount': 2},https://github.com/hollance/MobileNet-CoreML,{'totalCount': 674},{'totalCount': 31},{'totalCount': 98},16709
zmNinja,{'name': 'JavaScript'},{'totalCount': 6},https://github.com/pliablepixels/zmNinja,{'totalCount': 671},{'totalCount': 69},{'totalCount': 206},105279
Awesome-Quant-Machine-Learning-Trading,,{'totalCount': 0},https://github.com/grananqvist/Awesome-Quant-Machine-Learning-Trading,{'totalCount': 666},{'totalCount': 89},{'totalCount': 209},29
